node_id,domain,subfield,knowledge_point,stage_label,normalized_difficulty,source_type,source_reference,synonyms,scope_note
HKG-NODE-NODE-NODE-179,几何,角,按角的大小分类角（如锐角、钝角）,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:角的度量和分类（锐角、钝角等）,角的分类;按角的大小分类;角的大小分类,依据角的大小对角进行类别判断。当前证据可审计到“锐角、钝角等”，因此适合作为“按大小分类角”的总节点；具体包含哪些类别应由人工结合教材或标准确认。
HKG-NODE-NODE-NODE-183,几何,图形的位置关系,梯形的识别与初步认识,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:四边形和梯形,认识梯形;梯形,依据单元标题“梯形”可审计到本单元涉及梯形的认识。当前建议限定为识别与初步分类层面；关于“只有一组对边平行”或等腰梯形等更细性质，需要教材证据后再细化。
HKG-NODE-NODE-NODE-188,几何,图形的位置关系,四边形的识别与按边数分类,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:四边形和梯形,四边形;四边形识别;按边数识别四边形,依据来源标题“四边形和梯形”，可审计的最低风险拆分之一是把“四边形”作为独立知识点，范围限于识别四条边围成的平面图形、将其作为一类图形进行分类；不外推到平行四边形、长方形、正方形性质证明等更细内容。
HKG-NODE-NODE-NODE-191,几何,基本图形的认识,在平面图形中识别平行线关系,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:平行于垂直,平行;平行线;两条直线互相平行,由现有运行时图谱节点“平行于垂直”审计拆分出的候选知识点之一。范围宜限定为小学阶段对平面内两条直线平行关系的直观识别，不延伸到解析几何、立体几何或公理化定义。
HKG-NODE-NODE-NODE-192,几何,基本图形的认识,在平面图形中识别垂直关系,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:平行于垂直,垂直;互相垂直;垂线,由现有运行时图谱节点“平行于垂直”审计拆分出的候选知识点之一。范围宜限定为小学阶段对两条直线相互垂直的直观识别，不默认包含垂足、距离或坐标系中的斜率判定。
HKG-NODE-NODE-180,几何,基本图形的认识,三角形内角和是180°,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形的特性、分类、内角和,三角形的内角和;三角形内角和为180度,指任意三角形三个内角的和为180°，用于求未知角及解释分类关系；在小学阶段通常重在理解与应用，不要求形式化证明。
HKG-NODE-NODE-180-02,几何,基本图形的认识,三角形的内角和是180°,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形的特性、分类、内角和,三角形内角和;三角形的内角和为180度,标题明确包含“内角和”，可细化为三角形内角和结论。适用于认识并运用该结论进行基础求角，不据此外推到多边形内角和或证明性要求。
HKG-NODE-NODE-NODE-211,几何,图形的位置关系,识别轴对称现象与轴对称图形，并进行简单应用,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:轴对称、平移、旋转的判断与利用,轴对称的判断与利用;判断和利用轴对称;轴对称图形的识别与应用,依据来源标题可审计到“轴对称”的判断与利用，但未细化到是否包括对称轴条数、补全对称图形、生活实例识别等具体任务；建议作为“识别与简单应用”的统称节点，后续再按题型细分。
HKG-NODE-NODE-NODE-212,几何,图形的位置关系,识别平移现象，并进行简单应用,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:轴对称、平移、旋转的判断与利用,平移的判断与利用;判断和利用平移;平移现象的识别与应用,依据来源标题可审计到“平移”的判断与利用，但未给出是否涉及在方格纸上平移图形、描述平移方向与格数、用平移解释图案变化等具体要求；暂按“识别与简单应用”建节点。
HKG-NODE-NODE-NODE-222,几何,周长和面积,平行四边形面积的计算,Grade 5 semester 1,34.78,manual_audit,src/open_r1/knowledge_base_graph57.json:多边形面积（平行四边形、三角形、梯形、组合图形）,平行四边形的面积;平行四边形面积;求平行四边形面积,指求平行四边形面积的规则与应用，通常围绕底、高与面积关系展开；不含周长计算，也不泛化到所有多边形统一公式。
HKG-NODE-NODE-NODE-223,几何,周长和面积,三角形面积的计算,Grade 5 semester 1,34.78,manual_audit,src/open_r1/knowledge_base_graph57.json:多边形面积（平行四边形、三角形、梯形、组合图形）,三角形的面积;三角形面积;求三角形面积,指求三角形面积的规则与应用，通常围绕底、高与面积关系展开；不含三角形分类性质，也不含周长问题。
HKG-NODE-NODE-NODE-232,几何,基本图形的认识,计算长方体和正方体的体积,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:长方体和正方体的认识以及表面积体积计算,长方体体积;正方体体积;体积计算,从合并条目中拆分出的计算类知识点，聚焦长方体与正方体体积的求法与应用。若课程还涉及体积单位换算或容积关联，当前来源未足以确认，应另审。
HKG-NODE-NODE-NODE-238,几何,基本图形的认识,长方体和正方体的认识与表面积、体积计算（待拆分复合节点）,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:长方体和正方体的认识以及表面积体积计算,长方体和正方体的认识以及表面积体积计算,这是来源中现有运行时图谱的原始复合表述，覆盖图形认识、表面积计算、体积计算多个操作范围，适合作为待拆分审计记录，不宜直接作为最终最小教学节点。
HKG-NODE-NODE-NODE-240,几何,基本图形的认识,理解半径的含义：连接圆心与圆上任意一点的线段,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:圆的认识（圆心、半径、直径）,半径的认识;圆的半径;半径,聚焦半径作为圆的基本要素的定义性认识与识别，可用于指出图中的半径；不默认包含用字母表示、数量计算或面积公式应用。
HKG-NODE-NODE-NODE-241,几何,基本图形的认识,理解直径的含义：经过圆心并连接圆上两点的线段,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:圆的认识（圆心、半径、直径）,直径的认识;圆的直径;直径,聚焦直径的定义性认识与图形识别，不默认扩展到长度计算、符号表示或与其他弦的性质比较。
HKG-NODE-NODE-NODE-250,几何,周长和面积,计算圆的周长,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:圆的周长与面积,圆的周长;圆周长计算;求圆的周长,由来源标题“圆的周长与面积”拆分出的细粒度节点之一，聚焦圆周长的求法与相关简单问题；未根据当前证据进一步细化到公式表述、推导过程或复杂应用题层级。
HKG-NODE-NODE-NODE-251,几何,周长和面积,计算圆的面积,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:圆的周长与面积,圆的面积;圆面积计算;求圆的面积,由来源标题“圆的周长与面积”拆分出的细粒度节点之一，聚焦圆面积的求法与相关简单问题；未根据当前证据进一步细化到公式推导、组合图形应用或逆向求量。
HKG-NODE-NODE-NODE-258,几何,周长和面积,圆环的面积,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:圆环的面积,环形面积;圆环面积,聚焦圆环面积的求法与应用，通常与圆面积知识联动；可审计到的最小稳定节点名称为“圆环的面积”。是否系统要求使用“外圆面积减内圆面积”的表达，需人工复核原始教材或课标证据。
HKG-NODE-NODE-NODE-259,几何,周长和面积,圆环的面积计算,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:圆环的面积,环形面积;圆环面积;圆环的面积,指由同心或内外两个圆围成的环形区域面积，通常基于“大圆面积减小圆面积”进行计算。应与圆的面积区分；若教材仅作为圆面积应用题型出现，需人工确认是否单列为独立知识点。
HKG-NODE-NODE-NODE-260,几何,周长和面积,认识扇形及其基本构成,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:扇形的认识与面积,扇形的认识;认识扇形;扇形概念,依据源标题“扇形的认识与面积”，可审计出该复合条目至少包含“扇形的认识”。建议细化为对扇形这一由圆心角及其所对弧围成图形的辨认与基本组成理解；是否系统包含术语如圆心角、弧等，需人工复核原始图谱或教材映射。
HKG-NODE-NODE-NODE-265,几何,周长和面积,扇形面积的计算,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:扇形的认识与面积,扇形的面积;求扇形面积;扇形面积,依据条目标题，可审计到六年级上册引入“扇形面积”作为可计算对象。建议范围限定为：在圆面积基础上求扇形面积的基本方法与简单应用。当前来源不足以确认具体公式表述、分数关系、百分数关系或反向求量题型，暂不写入更细节点。
HKG-NODE-NODE-NODE-269,几何,基本图形的认识,识别圆柱和圆锥并进行基本区分,Grade 6 semester 2,47.83,manual_audit,src/open_r1/knowledge_base_graph57.json:圆柱与圆锥的认识（特征、切割）,圆柱与圆锥的认识;认识圆柱和圆锥;辨认圆柱与圆锥,依据来源标题中的“圆柱与圆锥的认识”提出，范围限于对两类立体图形的辨认与区分，不扩展到表面积、体积等计算内容。
HKG-NODE-NODE-NODE-273,几何,基本图形的认识,认识圆柱的基本特征,Grade 6 semester 2,47.83,manual_audit,src/open_r1/knowledge_base_graph57.json:圆柱与圆锥的认识（特征、切割）,圆柱的认识;圆柱的特征;圆柱图形特征识别,依据来源标题，可审计到“圆柱”的认识与“特征”范围；宜细化为对圆柱外形组成与直观特征的识别。是否包含底面、侧面、高等术语需人工复核。
HKG-NODE-NODE-NODE-279,几何,立体图形的测量,圆柱体积的计算,Grade 6 semester 2,47.83,manual_audit,src/open_r1/knowledge_base_graph57.json:圆柱与圆锥的表面积、体积计算,圆柱的体积计算;求圆柱体积;圆柱体积,聚焦根据底面积与高计算圆柱体积，并用于基础求值与简单实际问题。应与表面积计算区分，避免把“体积”与“容积”在表层词上混同。
HKG-NODE-NODE-NODE-280,几何,立体图形的测量,圆锥体积的计算,Grade 6 semester 2,47.83,manual_audit,src/open_r1/knowledge_base_graph57.json:圆柱与圆锥的表面积、体积计算,圆锥的体积计算;求圆锥体积,建议从原合并节点拆分。范围宜限定为圆锥体积公式及其基础应用。原始标题将“圆锥”与“表面积、体积”并列，但在小学阶段“圆锥表面积”是否单列教学并不明确，因此此节点仅保留体积部分。
HKG-NODE-NODE-NODE-284,几何,基本图形的认识,区分直线、射线与线段的基本特征,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:直线，射线与线段的区别与联系,直线、射线与线段的区别;辨别直线、射线和线段;直线射线线段的基本特征比较,依据来源标题，可审计的核心范围是对直线、射线、线段进行辨认与区分。适合限定为比较三类图形在端点情况、向两端或一端延展的性质等基础特征；不宜直接扩展到未在来源中明确出现的更细技能。
HKG-NODE-NODE-NODE-288,几何,基本图形的认识,比较直线、射线、线段的区别与联系,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:直线，射线与线段的区别与联系,直线、射线与线段的区别与联系;直线射线线段的比较;直线、射线、线段的异同,保留来源中的组合型知识点，强调对三者进行对比：既关注差异，也关注它们同属基本几何图形、可用图形语言表示等联系。该节点适合做上位汇总节点，但可能需要进一步拆成“区别”和“联系”两个更细节点。
HKG-NODE-NODE-NODE-289,几何,基本图形的认识,利用互余与互补关系进行角度计算,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:角互余互补的有关计算、方位角,余角和补角的计算;互余互补角的计算;根据互余互补求角,从合并条目中拆分出的可教学知识点。范围应限于识别两个角互余或互补，并据此进行未知角求值；不应泛化到更复杂的角关系证明。‘互余’对应和为90°，‘互补’对应和为180°。
HKG-NODE-NODE-NODE-292,几何,基本图形的认识,余角与补角的概念及其数量关系计算,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:角互余互补的有关计算、方位角,余角与补角;互余互补的计算;余补角计算,聚焦两个角互为余角或互为补角时的和的数量关系，并据此进行已知一个角求另一个角的基础计算。建议与更基础的“角的大小与度量”区分，也与更后续的对顶角、平行线中的角关系区分。
HKG-NODE-NODE-NODE-294,几何,基本图形的认识,常见立体图形与其平面展开图的对应识别,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:立体图形展开平面图,立体图形的展开图;立体图形的平面展开图;几何体的展开图;几何体的平面展开图,聚焦常见立体图形与平面展开图之间的对应关系，包括识别立体图形的展开图、由展开图判断可折叠成的立体图形。由于源条目表述为“立体图形展开平面图”，操作方向可能混合了“展开”与“由展开图还原”，后续可按题型需要拆分为两个更细节点。
HKG-NODE-NODE-NODE-295,几何,基本图形的认识,识别常见立体图形的展开图,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:立体图形展开平面图,立体图形的展开图;平面展开图;几何体的展开图;常见立体图形的展开图识别,聚焦于常见立体图形与其平面展开图之间的对应识别。依据当前来源，宜先理解为“识别/判断展开图”而非系统要求学生独立设计所有展开图；是否包含正方体、长方体、圆柱、圆锥等具体对象需后续教材证据核实。
HKG-NODE-NODE-NODE-301,几何,图形的位置关系,相交线与平行线,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:相交线与平行线,直线的相交与平行关系,这是来源中直接出现的现有运行图谱节点名称，更像单元或复合主题标签，覆盖相交与平行两类直线位置关系。建议保留为上位主题节点，并与更细粒度子节点分离。
HKG-NODE-NODE-NODE-302,几何,图形的位置关系,点到直线的距离,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:点到直线的距离,点与直线的距离,聚焦于平面几何中点到直线距离这一概念，通常指从该点向该直线所作垂线段的长度。该节点应限于“点—直线”对象间距离，不扩展到点到线段、点到射线、两平行线间距离或坐标法距离公式。
HKG-NODE-NODE-NODE-304,几何,图形的位置关系,点到直线的距离的意义与确定方法,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:点到直线的距离,点到直线的距离;一点到直线的距离,建议限定为平面几何中“点到直线的距离”这一概念及其确定方式，即用从一点到已知直线所作垂线段的长度表示距离；不扩展到点到线段、点到射线、两平行线间距离或坐标法中的点到直线距离公式。
HKG-NODE-NODE-NODE-305,几何,图形的位置关系,两直线被第三条直线所截时同位角的识别,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:同位角、内错角、同旁内角,同位角;对应位置的角,限于平面几何中两条直线被一条截线所截形成的角位置关系识别；本节点侧重概念辨认，不单独包含利用平行线性质或判定进行推理的完整规则链。
HKG-NODE-NODE-NODE-306,几何,图形的位置关系,两直线被第三条直线所截时内错角的识别,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:同位角、内错角、同旁内角,内错角,限于平面几何中两条直线被一条截线所截形成的内错角位置关系识别；不直接扩展到平行线判定或性质证明的系统应用。
HKG-NODE-NODE-X-Y,几何,数轴与坐标系,根据点的坐标求点到x轴、y轴的距离,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:平面直角坐标系（象限、点到坐标轴的距离、对称点）,点到坐标轴的距离;点到x轴和y轴的距离;坐标轴距离的求法,限于在平面直角坐标系中，由点的横坐标或纵坐标的绝对值确定其到坐标轴的距离；不涉及两点间距离公式或点到一般直线的距离。
HKG-NODE-NODE-X-Y-03,几何,数轴与坐标系,求平面直角坐标系中一点到x轴和y轴的距离,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:平面直角坐标系（象限、点到坐标轴的距离、对称点）,点到坐标轴的距离;点到x轴和y轴的距离;坐标平面中点到轴的距离,范围是由点的坐标确定其到两条坐标轴的距离，通常对应距离分别为纵坐标和横坐标的绝对值；不扩展到点到一般直线的距离公式。
HKG-NODE-NODE-NODE-326,几何,数轴与坐标系,数轴上两点中点的坐标公式,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:中点坐标公式,中点坐标公式;数轴中点坐标公式;线段中点坐标公式（数轴上）,建议将该节点限定为一维数轴情境中已知两点坐标求中点坐标，通常对应端点坐标平均。若包含平面直角坐标系中线段中点坐标，应另行审核是否拆分为二维版本。
HKG-NODE-NODE-NODE-327,几何,三角形,三角形三边关系（任意两边之和大于第三边，任意两边之差小于第三边）,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形三边关系、边长,三角形三边关系;三角形三边不等关系;三角形三边的关系;三角形三边不等式,从种子标题可稳定审计出的核心内容是“三角形三边关系”。该节点宜限定为三角形三边可构成条件及第三边取值范围，不应泛化为所有图形的边长问题。
HKG-NODE-NODE-NODE-331,几何,三角形,三角形三边关系,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形三边关系、边长,三角形边的关系;三角形三边的关系,指三角形三边之间的基本约束关系。建议在后续人工审核时明确是否包含“任意两边之和大于第三边、任意两边之差小于第三边”及其应用；当前来源仅能稳定支持“有一个三边关系主题节点”。
HKG-NODE-NODE-NODE-333,几何,角,多边形内角和定理及其计算,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:多边形及其内角和、外角和,多边形的内角和;n边形内角和;多边形内角和公式,聚焦凸多边形内角和与边数之间的关系，以及根据边数求内角和、结合已知角求未知角的基础应用。原始条目把内角和与外角和并列，建议拆分为独立知识点以便细化练习与检索。
HKG-NODE-NODE-NODE-335,几何,角,多边形内角和公式及其应用,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:多边形及其内角和、外角和,多边形的内角和;n边形内角和;多边形内角和公式,聚焦n边形内角和的规律、公式表达与求角应用；不等同于三角形内角和，也不覆盖所有多边形性质。
HKG-NODE-NODE-NODE-339,几何,角,三角形外角的定义（由三角形一边与其邻边延长线组成的角）,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形的外角及其性质,三角形的外角;三角形外角,从来源标题“外角及其性质”可审计出该单元至少包含“三角形外角”这一对象的识别与定义。适合限定为三角形情境，不泛化到多边形外角和或外角定理体系。
HKG-NODE-NODE-NODE-342,几何,角,三角形外角的定义与识别,Grade 7 semester 2,56.52,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形的外角及其性质,三角形的外角;三角形外角,聚焦三角形外角作为由三角形一边与其邻边延长线形成的角的识别与基本表征。该节点对应“外角”概念本身，宜与性质定理分拆。
HKG-NODE-NODE-NODE-346,几何,三角形,全等三角形,Grade 8 semester 1,60.87,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形的全等与相似,三角形全等;全等三角形;三角形的全等,建议将原合并节点拆分。该节点指向三角形全等的概念、性质与判定这一组核心内容；源摘要仅提供合并标题，未给出更细分条目，需人工核实是否应继续细分为“性质”和“判定”。
HKG-NODE-NODE-NODE-348,几何,三角形,三角形全等,Grade 8 semester 1,60.87,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形的全等与相似,全等三角形;三角形的全等,从种子条目“三角形的全等与相似”中拆分出的候选节点之一。建议限定为三角形全等的概念、判定与基础性质，不自动包含相似内容。
HKG-NODE-NODE-NODE-352,几何,多边形,多边形的内角,Grade 8 semester 1,60.87,manual_audit,src/open_r1/knowledge_base_graph57.json:多边形的内角、外角,多边形内角,依据源标题可确认该单元覆盖“多边形的内角”这一对象层概念。当前证据不足以细化到内角定义、内角和公式或具体求角策略，建议后续结合教材或课标再细分。
HKG-NODE-NODE-NODE-353,几何,多边形,多边形的外角,Grade 8 semester 1,60.87,manual_audit,src/open_r1/knowledge_base_graph57.json:多边形的内角、外角,多边形外角,依据源标题可确认该单元覆盖“多边形的外角”这一对象层概念。当前证据不足以细化到外角定义、外角和性质或按顺序取外角求和等规则，建议后续补充教材证据后审定。
HKG-NODE-NODE-NODE-357,几何,三角形,勾股定理,Grade 8 semester 1,60.87,manual_audit,src/open_r1/knowledge_base_graph57.json:股定理与勾股定理逆定理,毕达哥拉斯定理;勾股定理,在直角三角形中建立两直角边与斜边长度平方关系，并用于边长计算与基础证明。根据标题中的并列结构，宜与“勾股定理逆定理”拆分为独立节点。
HKG-NODE-NODE-NODE-358,几何,三角形,勾股定理逆定理,Grade 8 semester 1,60.87,manual_audit,src/open_r1/knowledge_base_graph57.json:股定理与勾股定理逆定理,勾股定理的逆定理;毕达哥拉斯定理逆定理,根据三边长度满足平方和关系判定三角形为直角三角形，用于三角形形状判定与基础证明。应与“勾股定理”区分，因其运算方向和问题类型不同。
HKG-NODE-NODE-NODE-360,几何,周长和面积,复合图形中由平行四边形与三角形组成图形的面积分解与拼合计算,Grade 8 semester 2,65.22,manual_audit,src/open_r1/knowledge_base_graph57.json:平行四边形与三角形结合的较为复杂的运算,平行四边形与三角形组合图形的面积计算;平行四边形和三角形复合图形面积;平行四边形与三角形面积的分解计算,聚焦面积问题：识别复合图形中平行四边形与三角形的组合关系，利用分割、补形、拼合等方法进行面积计算。该节点是对原始表述“较为复杂的运算”的细化，不包含纯代数运算规则。
HKG-NODE-NODE-NODE-370,几何,圆,弧的概念与识别,Grade 9 semester 1,69.57,manual_audit,src/open_r1/knowledge_base_graph57.json:圆心角、弧,弧,依据源标题“圆心角、弧”，可审计到弧作为独立学习对象出现。当前仅适合标注为弧的基本对象认识与识别，不宜外推到弧长公式、优弧劣弧分类或与圆周角的系统性质。
HKG-NODE-NODE-NODE-375,几何,圆,点与圆的位置关系的判定,Grade 9 semester 1,69.57,manual_audit,src/open_r1/knowledge_base_graph57.json:点、圆、直线和圆的位置关系,点和圆的位置关系;点与圆的位置关系,依据点到圆心的距离与半径的大小关系，区分点在圆内、圆上、圆外。该节点从复合标题中拆分得到，属于可操作的基础判定知识。
HKG-NODE-NODE-NODE-376,几何,圆,直线与圆的位置关系的判定,Grade 9 semester 1,69.57,manual_audit,src/open_r1/knowledge_base_graph57.json:点、圆、直线和圆的位置关系,直线和圆的位置关系;直线与圆的位置关系,区分直线与圆相离、相切、相交等位置关系。该节点由复合标题拆分，适合作为独立教学知识点。
HKG-NODE-NODE-NODE-382,几何,圆,弧长公式及弧长计算,Grade 9 semester 1,69.57,manual_audit,src/open_r1/knowledge_base_graph57.json:弧长和扇形面积,弧长计算;圆弧长度的求法;弧长公式,聚焦圆中弧长的概念、弧长与圆心角及半径的数量关系、以及已知半径和圆心角求弧长的常规计算。建议与扇形面积拆分为并列知识点，便于题型归类与跨阶段追踪。
HKG-NODE-NODE-NODE-383,几何,圆,扇形面积公式及扇形面积计算,Grade 9 semester 1,69.57,manual_audit,src/open_r1/knowledge_base_graph57.json:弧长和扇形面积,扇形面积计算;求扇形面积;扇形面积公式,聚焦扇形面积的概念、扇形面积与圆心角及半径的数量关系、以及已知半径和圆心角求扇形面积的常规计算。可与弧长建立同单元关联，但建议作为独立节点存储。
HKG-NODE-NODE-NODE-389,几何,图形的位置关系,图形的旋转,Grade 9 semester 1,69.57,manual_audit,src/open_r1/knowledge_base_graph57.json:图形的旋转,旋转;图形旋转;平面图形的旋转,指平面图形绕某一点按一定方向旋转一定角度后的对应关系与性质，作为初中几何中的一种图形变换来学习。当前来源仅能确认该节点标题与所属路径，未提供更细的子技能边界，如旋转中心、旋转角、对应点性质、作图步骤等，建议后续按教材或课标进一步细分。
HKG-NODE-NODE-NODE-390,几何,图形的位置关系,图形的旋转（平面几何中的旋转变换）,Grade 9 semester 1,69.57,manual_audit,src/open_r1/knowledge_base_graph57.json:图形的旋转,旋转变换;图形旋转;平面图形的旋转,依据来源仅能确认该单元主题为九年级上册“图形的旋转”。建议暂按较粗粒度节点处理为平面图形在旋转中心、旋转方向和旋转角确定下的旋转变换主题，不外延到旋转对称、坐标变换中的公式化处理或生活语境下的一般转动。后续可人工审核是否拆分为旋转定义、性质、作图与应用等子节点。
HKG-NODE-NODE-NODE-392,几何,圆,圆周角定理,Grade 9 semester 2,73.91,manual_audit,src/open_r1/knowledge_base_graph57.json:圆周角定理、垂径定理,圆周角性质;圆周角定理及其推论,指圆周角与其所对弧、所对圆心角之间关系的定理性知识点。建议与其常见推论分开建模，避免把同弧所对圆周角相等、半圆所对圆周角是直角等全部混入单一节点而失去层级。
HKG-NODE-NODE-NODE-393,几何,圆,垂径定理,Grade 9 semester 2,73.91,manual_audit,src/open_r1/knowledge_base_graph57.json:圆周角定理、垂径定理,垂径性质;垂径定理及其推论,指圆中垂直于弦的直径与弦、弧关系的定理性知识点。建议注意与其逆命题、以及“平分弦”“平分弧”的判定型表述区分，必要时拆分为定理与逆定理或判定结论。
HKG-NODE-NODE-NODE-396,几何,圆,圆内接四边形的概念,Grade 9 semester 2,73.91,manual_audit,src/open_r1/knowledge_base_graph57.json:内接圆、外接圆、圆内接四边形,内接四边形;圆的内接四边形;圆周四边形,建议作为独立节点保留。当前证据只支持“圆内接四边形”这一对象概念，不自动加入对角互补等性质或判定定理。
HKG-NODE-NODE-NODE-399,几何,圆,圆内接四边形的性质与判定,Grade 9 semester 2,73.91,manual_audit,src/open_r1/knowledge_base_graph57.json:内接圆、外接圆、圆内接四边形,内接四边形;圆内接四边形;圆周四边形,该节点可覆盖四边形四个顶点在同一圆上的定义，以及对角互补等常见性质与逆用判定；当前来源只显示名称，未核实是否同时要求定理证明、角度计算或综合题应用。
HKG-NODE-NODE-NODE-403,几何,三角形,三角形内心的概念与作图依据,Grade 9 semester 2,73.91,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形的内心、外心,三角形的内心;内心;角平分线交点,聚焦三角形内心作为三角形三条角平分线的交点，以及据此进行识别或作图。由于当前来源仅给出合并标题，是否同时要求内切圆相关性质需人工复核。
HKG-NODE-NODE-NODE-404,几何,三角形,三角形外心的概念与作图依据,Grade 9 semester 2,73.91,manual_audit,src/open_r1/knowledge_base_graph57.json:三角形的内心、外心,三角形的外心;外心;垂直平分线交点,聚焦三角形外心作为三边垂直平分线的交点，以及据此进行识别或作图。由于当前来源仅给出合并标题，是否系统包含外接圆圆心及相关性质需人工复核。
HKG-NODE-NODE-NODE-409,几何,图形的位置关系,直线与圆的位置关系的分类：相交、相离、相切,Grade 9 semester 2,73.91,manual_audit,src/open_r1/knowledge_base_graph57.json:直线和圆的相交、相离、相切,直线和圆的位置关系;直线与圆的相交、相离、相切;直线与圆的位置关系分类,聚焦于直线与圆之间位置关系的基本分类识别。当前来源仅能稳妥支持“相交、相离、相切”这一分类性知识点；是否包含基于圆心到直线距离与半径比较的判定、切线性质、作图或综合证明，需由教材或课标进一步核验。
HKG-NODE-NODE-NODE-410,几何,图形的位置关系,直线与圆的位置关系分类：相交、相离、相切,Grade 9 semester 2,73.91,manual_audit,src/open_r1/knowledge_base_graph57.json:直线和圆的相交、相离、相切,直线与圆的相交、相离、相切;直线和圆的位置关系;直线与圆的位置关系,聚焦直线与圆的基本位置关系分类，通常对应三类情形：相交、相离、相切。当前证据适合标注为位置关系识别与分类节点；是否进一步细分为“依据公共点个数判定”或“依据圆心到直线距离判定”需更多教材证据支持。
HKG-NODE-NODE-NODE-414,概率与统计,统计,认识复式统计表并理解其用多项分类信息整理数据的作用,Grade 3 semester 2,21.74,manual_audit,src/open_r1/knowledge_base_graph57.json:复式统计表的概念和基础运用,复式统计表的概念;认识复式统计表;复式统计表,聚焦复式统计表的概念性认识，包括知道该类统计表能在同一张表中呈现两个分类维度下的数据。依据来源摘要，不扩展到复杂制表规范或统计推断。
HKG-NODE-NODE-NODE-416,概率与统计,统计,认识复式统计表的结构与用途,Grade 3 semester 2,21.74,manual_audit,src/open_r1/knowledge_base_graph57.json:复式统计表的概念和基础运用,复式统计表;双向统计表;两维分类统计表,聚焦复式统计表这一统计表示形式的基本概念，包括按两个分类维度整理数据、理解行列对应的类别含义，以及知道其用于同时呈现两类分类信息。依据源标题可审计到“概念”层面，但未见更细教材证据，暂不扩展到制作步骤或复杂分析。
HKG-NODE-NODE-NODE-418,概率与统计,统计,根据统计数据绘制条形统计图,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:条形统计图的绘制,条形统计图的绘制;绘制条形统计图;画条形统计图,聚焦把整理好的数据用条形统计图表示，包括确定标题、横轴类别、纵轴刻度并按数据画出对应条形。不包含更广泛的统计图综合选择，也不默认包含复杂的数据分析结论。
